date_hq,demande_mw,occurrence,collecte_utc
2019-01-16T12:00:00,27204.38,1,2026-09-23T00:58:20Z
2019-01-16T13:00:00,26526.16,1,2026-09-23T00:58:20Z
2019-01-16T14:00:00,26286.94,1,2026-09-23T00:58:20Z
2019-01-16T15:00:00,26419.84,1,2026-09-23T00:58:20Z
2019-01-16T16:00:00,27105.79,1,2026-09-23T00:58:20Z
2019-01-16T17:00:00,29382.67,1,2026-09-23T00:58:20Z
2019-01-16T18:00:00,31297.13,1,2026-09-23T00:58:20Z
2019-01-16T19:00:00,31807.16,1,2026-09-23T00:58:20Z
2019-01-16T20:00:00,31935.32,1,2026-09-23T00:58:20Z
2019-01-16T21:00:00,31652.55,1,2026-09-23T00:58:20Z
2019-01-16T22:00:00,30844.6,1,2026-09-23T00:58:20Z
2019-01-16T23:00:00,30014.11,1,2026-09-23T00:58:20Z
2019-01-17T00:00:00,29370.41,1,2026-09-23T00:58:20Z
2019-01-17T01:00:00,29116.04,1,2026-09-23T00:58:20Z
2019-01-17T02:00:00,29329.18,1,2026-09-23T00:58:20Z
2019-01-17T03:00:00,29685.55,1,2026-09-23T00:58:20Z
2019-01-17T04:00:00,30467.33,1,2026-09-23T00:58:20Z
2019-01-17T05:00:00,31217.71,1,2026-09-23T00:58:20Z
2019-01-17T06:00:00,32551.66,1,2026-09-23T00:58:20Z
2019-01-17T07:00:00,34372.62,1,2026-09-23T00:58:20Z
2019-01-17T08:00:00,35642.07,1,2026-09-23T00:58:20Z
2019-01-17T09:00:00,34727.1,1,2026-09-23T00:58:20Z
2019-01-17T10:00:00,33450.93,1,2026-09-23T00:58:20Z
2019-01-17T11:00:00,32310.4,1,2026-09-23T00:58:20Z
2019-01-17T12:00:00,31425.96,1,2026-09-23T00:58:20Z
